,database,scenario,fuelOrTech,2017,2020,2023,2026,2029,2032,2035,2038,2041,2044,2047,2050
26,A.sqlite,solve,EX_WIND,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.00033333333,0.0,0.0
27,B.sqlite,solve,EC_BATT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,B.sqlite,solve,EC_BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,B.sqlite,solve,EC_SOLPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,B.sqlite,solve,EC_WIND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,B.sqlite,solve,ED_BATT,0.0,0.86716197,3.8650266,7.2178735,10.249107,34.271878,35.641202,36.968977,38.110169,39.432097,40.757842,42.101758
32,B.sqlite,solve,ED_BIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,B.sqlite,solve,ED_SOLPV,0.0,8.9717448,15.973477,21.485722,25.968809,58.703956,60.534183,62.864042,64.941882,67.619655,70.124938,72.419157
34,B.sqlite,solve,ED_WIND,0.0,0.0,0.0,0.0,0.0,13.894292,17.410232,19.871144,22.477787,24.941784,27.403026,29.863939
35,B.sqlite,solve,EX_COAL,3.372,3.372,1.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,B.sqlite,solve,EX_DSL_CC,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
37,B.sqlite,solve,EX_DSL_SIMP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
38,B.sqlite,solve,EX_HYDRO,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439,0.439
39,B.sqlite,solve,EX_MSW_LF,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
40,B.sqlite,solve,EX_NG_CC,13.134,13.134,13.134,13.134,13.134,13.134,0.97,0.97,0.97,0.97,0.97,0.97
41,B.sqlite,solve,EX_NUCLEAR,3.568,3.568,3.568,3.568,3.568,3.568,3.568,3.568,3.568,3.568,3.568,3.568
42,B.sqlite,solve,EX_OIL_TYPE1,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661,1.661
43,B.sqlite,solve,EX_OIL_TYPE2,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
44,B.sqlite,solve,EX_OIL_TYPE3,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
45,B.sqlite,solve,EX_SOLPV,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.538,0.17933333,0.0,0.0
46,B.sqlite,solve,EX_WIND,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.00033333333,0.0,0.0
